,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,SEMANA,UUID
485,APURIMAC,CHINCHEROS,CHINCHEROS,030601,2021-06,2
486,APURIMAC,CHINCHEROS,CHINCHEROS,030601,2021-07,5
487,APURIMAC,CHINCHEROS,CHINCHEROS,030601,2021-08,3
488,APURIMAC,CHINCHEROS,CHINCHEROS,030601,2021-09,1
489,APURIMAC,CHINCHEROS,COCHARCAS,030603,2021-08,1
490,APURIMAC,CHINCHEROS,COCHARCAS,030603,2021-09,3
491,APURIMAC,CHINCHEROS,EL PORVENIR,030610,2021-08,3
492,APURIMAC,CHINCHEROS,HUACCANA,030604,2021-06,3
493,APURIMAC,CHINCHEROS,HUACCANA,030604,2021-07,2
494,APURIMAC,CHINCHEROS,HUACCANA,030604,2021-08,2
495,APURIMAC,CHINCHEROS,HUACCANA,030604,2021-09,3
496,APURIMAC,CHINCHEROS,LOS CHANKAS,030611,2021-08,1
497,APURIMAC,CHINCHEROS,OCOBAMBA,030605,2021-06,2
498,APURIMAC,CHINCHEROS,OCOBAMBA,030605,2021-07,2
499,APURIMAC,CHINCHEROS,OCOBAMBA,030605,2021-08,2
500,APURIMAC,CHINCHEROS,ONGOY,030606,2021-08,1
501,APURIMAC,CHINCHEROS,ONGOY,030606,2021-09,2
502,APURIMAC,CHINCHEROS,RANRACANCHA,030608,2021-08,1
503,APURIMAC,CHINCHEROS,RANRACANCHA,030608,2021-09,2
504,APURIMAC,CHINCHEROS,ROCCHACC,030609,2021-08,4
505,APURIMAC,CHINCHEROS,ROCCHACC,030609,2021-09,1
506,APURIMAC,CHINCHEROS,URANMARCA,030607,2021-08,3
507,APURIMAC,CHINCHEROS,URANMARCA,030607,2021-09,1
508,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,030506,2021-06,3
509,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,030506,2021-08,4
510,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,030506,2021-09,1
511,APURIMAC,COTABAMBAS,COTABAMBAS,030502,2021-06,2
512,APURIMAC,COTABAMBAS,COTABAMBAS,030502,2021-07,2
513,APURIMAC,COTABAMBAS,COTABAMBAS,030502,2021-08,3
514,APURIMAC,COTABAMBAS,COYLLURQUI,030503,2021-06,2
515,APURIMAC,COTABAMBAS,COYLLURQUI,030503,2021-07,2
516,APURIMAC,COTABAMBAS,COYLLURQUI,030503,2021-08,4
517,APURIMAC,COTABAMBAS,COYLLURQUI,030503,2021-09,2
518,APURIMAC,COTABAMBAS,HAQUIRA,030504,2021-06,2
519,APURIMAC,COTABAMBAS,HAQUIRA,030504,2021-07,2
520,APURIMAC,COTABAMBAS,HAQUIRA,030504,2021-08,5
521,APURIMAC,COTABAMBAS,HAQUIRA,030504,2021-09,3
522,APURIMAC,COTABAMBAS,MARA,030505,2021-06,3
523,APURIMAC,COTABAMBAS,MARA,030505,2021-07,3
524,APURIMAC,COTABAMBAS,MARA,030505,2021-08,3
525,APURIMAC,COTABAMBAS,MARA,030505,2021-09,1
526,APURIMAC,COTABAMBAS,TAMBOBAMBA,030501,2021-06,3
527,APURIMAC,COTABAMBAS,TAMBOBAMBA,030501,2021-07,2
528,APURIMAC,COTABAMBAS,TAMBOBAMBA,030501,2021-08,6
529,APURIMAC,COTABAMBAS,TAMBOBAMBA,030501,2021-09,4
530,APURIMAC,GRAU,CHUQUIBAMBILLA,030701,2021-06,3
531,APURIMAC,GRAU,CHUQUIBAMBILLA,030701,2021-07,2
532,APURIMAC,GRAU,CHUQUIBAMBILLA,030701,2021-08,7
533,APURIMAC,GRAU,CHUQUIBAMBILLA,030701,2021-09,2
534,APURIMAC,GRAU,CURASCO,030714,2021-08,1
535,APURIMAC,GRAU,CURASCO,030714,2021-09,1
536,APURIMAC,GRAU,CURPAHUASI,030702,2021-08,2
537,APURIMAC,GRAU,CURPAHUASI,030702,2021-09,1
538,APURIMAC,GRAU,GAMARRA,030703,2021-08,1
539,APURIMAC,GRAU,HUAYLLATI,030704,2021-08,2
540,APURIMAC,GRAU,HUAYLLATI,030704,2021-09,2
541,APURIMAC,GRAU,MAMARA,030705,2021-08,2
542,APURIMAC,GRAU,MICAELA BASTIDAS,030706,2021-08,2
543,APURIMAC,GRAU,PATAYPAMPA,030707,2021-08,2
544,APURIMAC,GRAU,PROGRESO,030708,2021-08,4
545,APURIMAC,GRAU,PROGRESO,030708,2021-09,1
546,APURIMAC,GRAU,SAN ANTONIO,030709,2021-08,1
547,APURIMAC,GRAU,SANTA ROSA,030710,2021-08,3
548,APURIMAC,GRAU,SANTA ROSA,030710,2021-09,1
549,APURIMAC,GRAU,TURPAY,030711,2021-08,1
550,APURIMAC,GRAU,VILCABAMBA,030712,2021-06,4
551,APURIMAC,GRAU,VILCABAMBA,030712,2021-07,3
552,APURIMAC,GRAU,VILCABAMBA,030712,2021-08,1
553,APURIMAC,GRAU,VILCABAMBA,030712,2021-09,1
554,APURIMAC,GRAU,VIRUNDO,030713,2021-08,2
555,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,040102,2021-08,3
556,AREQUIPA,AREQUIPA,AREQUIPA,040101,2021-06,3
557,AREQUIPA,AREQUIPA,AREQUIPA,040101,2021-07,6
558,AREQUIPA,AREQUIPA,AREQUIPA,040101,2021-08,6
559,AREQUIPA,AREQUIPA,AREQUIPA,040101,2021-09,4
560,AREQUIPA,AREQUIPA,CAYMA,040103,2021-06,2
561,AREQUIPA,AREQUIPA,CAYMA,040103,2021-07,3
562,AREQUIPA,AREQUIPA,CAYMA,040103,2021-08,5
563,AREQUIPA,AREQUIPA,CAYMA,040103,2021-09,3
564,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,2021-06,3
565,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,2021-07,4
566,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,2021-08,7
567,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,2021-09,4
568,AREQUIPA,AREQUIPA,CHARACATO,040105,2021-07,1
569,AREQUIPA,AREQUIPA,CHARACATO,040105,2021-08,3
570,AREQUIPA,AREQUIPA,CHIGUATA,040106,2021-08,1
571,AREQUIPA,AREQUIPA,JACOBO HUNTER,040107,2021-06,2
572,AREQUIPA,AREQUIPA,JACOBO HUNTER,040107,2021-07,1
573,AREQUIPA,AREQUIPA,JACOBO HUNTER,040107,2021-08,4
574,AREQUIPA,AREQUIPA,JACOBO HUNTER,040107,2021-09,1
575,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,040129,2021-08,3
576,AREQUIPA,AREQUIPA,LA JOYA,040108,2021-08,4
577,AREQUIPA,AREQUIPA,MARIANO MELGAR,040109,2021-06,3
578,AREQUIPA,AREQUIPA,MARIANO MELGAR,040109,2021-07,2
579,AREQUIPA,AREQUIPA,MARIANO MELGAR,040109,2021-08,5
580,AREQUIPA,AREQUIPA,MARIANO MELGAR,040109,2021-09,1
581,AREQUIPA,AREQUIPA,MIRAFLORES,040110,2021-06,1
582,AREQUIPA,AREQUIPA,MIRAFLORES,040110,2021-08,3
583,AREQUIPA,AREQUIPA,MIRAFLORES,040110,2021-09,2
584,AREQUIPA,AREQUIPA,PAUCARPATA,040112,2021-06,1
585,AREQUIPA,AREQUIPA,PAUCARPATA,040112,2021-08,6
586,AREQUIPA,AREQUIPA,SOCABAYA,040122,2021-07,1
587,AREQUIPA,AREQUIPA,SOCABAYA,040122,2021-08,4
588,AREQUIPA,AREQUIPA,TIABAYA,040123,2021-08,3
589,AREQUIPA,AREQUIPA,VITOR,040125,2021-08,2
590,AREQUIPA,AREQUIPA,YANAHUARA,040126,2021-06,2
591,AREQUIPA,AREQUIPA,YANAHUARA,040126,2021-07,3
592,AREQUIPA,AREQUIPA,YANAHUARA,040126,2021-08,3
593,AREQUIPA,AREQUIPA,YANAHUARA,040126,2021-09,3
594,AREQUIPA,AREQUIPA,YURA,040128,2021-08,4
595,AREQUIPA,CAMANA,CAMANA,040201,2021-06,2
596,AREQUIPA,CAMANA,CAMANA,040201,2021-07,3
597,AREQUIPA,CAMANA,CAMANA,040201,2021-08,3
598,AREQUIPA,CAMANA,CAMANA,040201,2021-09,3
599,AREQUIPA,CAMANA,MARISCAL CACERES,040204,2021-07,1
600,AREQUIPA,CAMANA,MARISCAL CACERES,040204,2021-08,1
601,AREQUIPA,CAMANA,MARISCAL CACERES,040204,2021-09,2
602,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,040205,2021-07,2
603,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,040205,2021-08,1
604,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,040205,2021-09,1
605,AREQUIPA,CAMANA,OCOÑA,040206,2021-07,2
606,AREQUIPA,CAMANA,OCOÑA,040206,2021-08,2
607,AREQUIPA,CAMANA,OCOÑA,040206,2021-09,1
608,AREQUIPA,CAMANA,SAMUEL PASTOR,040208,2021-07,3
609,AREQUIPA,CAMANA,SAMUEL PASTOR,040208,2021-08,1
610,AREQUIPA,CAMANA,SAMUEL PASTOR,040208,2021-09,1
611,AREQUIPA,CARAVELI,ACARI,040302,2021-07,2
612,AREQUIPA,CARAVELI,ACARI,040302,2021-08,2
613,AREQUIPA,CARAVELI,ACARI,040302,2021-09,1
614,AREQUIPA,CARAVELI,ATICO,040303,2021-07,2
615,AREQUIPA,CARAVELI,ATICO,040303,2021-08,1
616,AREQUIPA,CARAVELI,CARAVELI,040301,2021-07,1
617,AREQUIPA,CARAVELI,CHALA,040307,2021-07,2
618,AREQUIPA,CARAVELI,CHALA,040307,2021-08,1
619,AREQUIPA,CARAVELI,CHALA,040307,2021-09,1
620,AREQUIPA,CASTILLA,ANDAGUA,040402,2021-07,1
621,AREQUIPA,CASTILLA,ANDAGUA,040402,2021-08,1
622,AREQUIPA,CASTILLA,ANDAGUA,040402,2021-09,1
623,AREQUIPA,CASTILLA,APLAO,040401,2021-06,1
624,AREQUIPA,CASTILLA,APLAO,040401,2021-07,3
625,AREQUIPA,CASTILLA,APLAO,040401,2021-08,4
626,AREQUIPA,CASTILLA,APLAO,040401,2021-09,3
627,AREQUIPA,CASTILLA,HUANCARQUI,040407,2021-07,2
628,AREQUIPA,CASTILLA,HUANCARQUI,040407,2021-08,1
629,AREQUIPA,CASTILLA,ORCOPAMPA,040409,2021-07,1
630,AREQUIPA,CASTILLA,ORCOPAMPA,040409,2021-08,1
631,AREQUIPA,CASTILLA,ORCOPAMPA,040409,2021-09,2
632,AREQUIPA,CASTILLA,PAMPACOLCA,040410,2021-07,2
633,AREQUIPA,CASTILLA,PAMPACOLCA,040410,2021-08,1
634,AREQUIPA,CASTILLA,URACA,040413,2021-06,2
635,AREQUIPA,CASTILLA,URACA,040413,2021-07,2
636,AREQUIPA,CASTILLA,VIRACO,040414,2021-07,1
637,AREQUIPA,CASTILLA,VIRACO,040414,2021-08,1
638,AREQUIPA,CASTILLA,VIRACO,040414,2021-09,1
639,AREQUIPA,CAYLLOMA,CABANACONDE,040503,2021-08,1
640,AREQUIPA,CAYLLOMA,CALLALLI,040504,2021-08,2
641,AREQUIPA,CAYLLOMA,CALLALLI,040504,2021-09,1
642,AREQUIPA,CAYLLOMA,CAYLLOMA,040505,2021-08,3
643,AREQUIPA,CAYLLOMA,CHIVAY,040501,2021-06,1
644,AREQUIPA,CAYLLOMA,CHIVAY,040501,2021-07,2
645,AREQUIPA,CAYLLOMA,CHIVAY,040501,2021-08,3
646,AREQUIPA,CAYLLOMA,MAJES,040520,2021-06,1
647,AREQUIPA,CAYLLOMA,MAJES,040520,2021-07,5
648,AREQUIPA,CAYLLOMA,MAJES,040520,2021-08,6
649,AREQUIPA,CAYLLOMA,MAJES,040520,2021-09,1
650,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,040601,2021-06,2
651,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,040601,2021-07,3
652,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,040601,2021-08,3
653,AREQUIPA,CONDESUYOS,RIO GRANDE,040606,2021-07,2
654,AREQUIPA,CONDESUYOS,RIO GRANDE,040606,2021-08,1
655,AREQUIPA,CONDESUYOS,RIO GRANDE,040606,2021-09,2
656,AREQUIPA,ISLAY,COCACHACRA,040702,2021-07,2
657,AREQUIPA,ISLAY,COCACHACRA,040702,2021-08,2
658,AREQUIPA,ISLAY,COCACHACRA,040702,2021-09,1
659,AREQUIPA,ISLAY,MOLLENDO,040701,2021-06,2
660,AREQUIPA,ISLAY,MOLLENDO,040701,2021-07,4
661,AREQUIPA,ISLAY,MOLLENDO,040701,2021-08,6
662,AREQUIPA,ISLAY,MOLLENDO,040701,2021-09,1
663,AREQUIPA,ISLAY,PUNTA DE BOMBON,040706,2021-07,2
664,AREQUIPA,ISLAY,PUNTA DE BOMBON,040706,2021-08,1
665,AREQUIPA,ISLAY,PUNTA DE BOMBON,040706,2021-09,1
666,AREQUIPA,LA UNION,ALCA,040802,2021-07,1
667,AREQUIPA,LA UNION,ALCA,040802,2021-09,1
668,AREQUIPA,LA UNION,COTAHUASI,040801,2021-06,1
669,AREQUIPA,LA UNION,COTAHUASI,040801,2021-07,2
670,AREQUIPA,LA UNION,COTAHUASI,040801,2021-08,3
671,AREQUIPA,LA UNION,COTAHUASI,040801,2021-09,1
672,AYACUCHO,CANGALLO,CANGALLO,050201,2021-06,3
673,AYACUCHO,CANGALLO,CANGALLO,050201,2021-07,4
674,AYACUCHO,CANGALLO,CANGALLO,050201,2021-08,1
675,AYACUCHO,CANGALLO,CANGALLO,050201,2021-09,3
676,AYACUCHO,CANGALLO,CHUSCHI,050202,2021-07,3
677,AYACUCHO,CANGALLO,CHUSCHI,050202,2021-08,1
678,AYACUCHO,CANGALLO,CHUSCHI,050202,2021-09,2
679,AYACUCHO,CANGALLO,LOS MOROCHUCOS,050203,2021-06,3
680,AYACUCHO,CANGALLO,LOS MOROCHUCOS,050203,2021-07,3
681,AYACUCHO,CANGALLO,LOS MOROCHUCOS,050203,2021-08,2
682,AYACUCHO,CANGALLO,LOS MOROCHUCOS,050203,2021-09,2
683,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,050204,2021-07,3
684,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,050204,2021-08,3
685,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,050204,2021-09,2
686,AYACUCHO,CANGALLO,PARAS,050205,2021-07,1
687,AYACUCHO,CANGALLO,PARAS,050205,2021-08,1
688,AYACUCHO,CANGALLO,PARAS,050205,2021-09,1
689,AYACUCHO,CANGALLO,TOTOS,050206,2021-07,1
690,AYACUCHO,CANGALLO,TOTOS,050206,2021-08,2
691,AYACUCHO,HUAMANGA,ACOCRO,050102,2021-07,1
692,AYACUCHO,HUAMANGA,ACOCRO,050102,2021-08,2
693,AYACUCHO,HUAMANGA,ACOS VINCHOS,050103,2021-07,1
694,AYACUCHO,HUAMANGA,ACOS VINCHOS,050103,2021-08,2
695,AYACUCHO,HUAMANGA,ACOS VINCHOS,050103,2021-09,1
696,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,,2021-07,2
697,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,,2021-08,3
698,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,,2021-09,2
699,AYACUCHO,HUAMANGA,AYACUCHO,050101,2021-06,4
700,AYACUCHO,HUAMANGA,AYACUCHO,050101,2021-07,6
701,AYACUCHO,HUAMANGA,AYACUCHO,050101,2021-08,6
702,AYACUCHO,HUAMANGA,AYACUCHO,050101,2021-09,4
703,AYACUCHO,HUAMANGA,CARMEN ALTO,050104,2021-07,2
704,AYACUCHO,HUAMANGA,CARMEN ALTO,050104,2021-08,2
705,AYACUCHO,HUAMANGA,CARMEN ALTO,050104,2021-09,2
706,AYACUCHO,HUAMANGA,CHIARA,050105,2021-07,1
707,AYACUCHO,HUAMANGA,CHIARA,050105,2021-08,1
708,AYACUCHO,HUAMANGA,JESUS NAZARENO,050115,2021-06,3
709,AYACUCHO,HUAMANGA,JESUS NAZARENO,050115,2021-07,3
710,AYACUCHO,HUAMANGA,JESUS NAZARENO,050115,2021-08,4
711,AYACUCHO,HUAMANGA,JESUS NAZARENO,050115,2021-09,4
712,AYACUCHO,HUAMANGA,OCROS,050106,2021-07,1
713,AYACUCHO,HUAMANGA,OCROS,050106,2021-08,3
714,AYACUCHO,HUAMANGA,OCROS,050106,2021-09,1
715,AYACUCHO,HUAMANGA,PACAYCASA,050107,2021-07,1
716,AYACUCHO,HUAMANGA,PACAYCASA,050107,2021-08,1
717,AYACUCHO,HUAMANGA,QUINUA,050108,2021-07,1
718,AYACUCHO,HUAMANGA,QUINUA,050108,2021-08,4
719,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,050109,2021-07,1
720,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,050109,2021-08,1
721,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,050110,2021-06,4
722,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,050110,2021-07,5
723,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,050110,2021-08,6
724,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,050110,2021-09,4
725,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,050111,2021-07,1
726,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,050111,2021-08,2
727,AYACUCHO,HUAMANGA,SOCOS,050112,2021-07,1
728,AYACUCHO,HUAMANGA,SOCOS,050112,2021-08,2
729,AYACUCHO,HUAMANGA,SOCOS,050112,2021-09,1
730,AYACUCHO,HUAMANGA,TAMBILLO,050113,2021-07,2
731,AYACUCHO,HUAMANGA,TAMBILLO,050113,2021-08,1
732,AYACUCHO,HUAMANGA,VINCHOS,050114,2021-07,1
733,AYACUCHO,HUAMANGA,VINCHOS,050114,2021-08,3
734,AYACUCHO,HUAMANGA,VINCHOS,050114,2021-09,2
735,AYACUCHO,HUANCA SANCOS,CARAPO,050302,2021-06,1
736,AYACUCHO,HUANCA SANCOS,CARAPO,050302,2021-07,3
737,AYACUCHO,HUANCA SANCOS,CARAPO,050302,2021-08,1
738,AYACUCHO,HUANCA SANCOS,SACSAMARCA,050303,2021-07,2
739,AYACUCHO,HUANCA SANCOS,SACSAMARCA,050303,2021-08,2
740,AYACUCHO,HUANCA SANCOS,SANCOS,050301,2021-06,4
741,AYACUCHO,HUANCA SANCOS,SANCOS,050301,2021-07,3
742,AYACUCHO,HUANCA SANCOS,SANCOS,050301,2021-08,1
743,AYACUCHO,HUANCA SANCOS,SANCOS,050301,2021-09,1
744,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,050304,2021-06,1
745,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,050304,2021-07,3
746,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,050304,2021-08,2
747,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,050304,2021-09,1
748,AYACUCHO,HUANTA,AYAHUANCO,050402,2021-07,2
749,AYACUCHO,HUANTA,AYAHUANCO,050402,2021-08,1
750,AYACUCHO,HUANTA,CANAYRE,050409,2021-07,1
751,AYACUCHO,HUANTA,CANAYRE,050409,2021-08,2
752,AYACUCHO,HUANTA,CHACA,050412,2021-07,1
753,AYACUCHO,HUANTA,CHACA,050412,2021-09,1
754,AYACUCHO,HUANTA,HUAMANGUILLA,050403,2021-07,1
755,AYACUCHO,HUANTA,HUANTA,050401,2021-06,3
756,AYACUCHO,HUANTA,HUANTA,050401,2021-07,4
757,AYACUCHO,HUANTA,HUANTA,050401,2021-08,2
758,AYACUCHO,HUANTA,HUANTA,050401,2021-09,3
759,AYACUCHO,HUANTA,IGUAIN,050404,2021-07,2
760,AYACUCHO,HUANTA,LLOCHEGUA,050408,2021-06,3
761,AYACUCHO,HUANTA,LLOCHEGUA,050408,2021-07,1
762,AYACUCHO,HUANTA,LLOCHEGUA,050408,2021-08,2
763,AYACUCHO,HUANTA,LLOCHEGUA,050408,2021-09,1
764,AYACUCHO,HUANTA,LURICOCHA,050405,2021-07,2
765,AYACUCHO,HUANTA,LURICOCHA,050405,2021-08,1
766,AYACUCHO,HUANTA,LURICOCHA,050405,2021-09,2
767,AYACUCHO,HUANTA,PUCACOLPA,050411,2021-07,3
768,AYACUCHO,HUANTA,PUCACOLPA,050411,2021-08,1
769,AYACUCHO,HUANTA,PUCACOLPA,050411,2021-09,1
770,AYACUCHO,HUANTA,SANTILLANA,050406,2021-06,2
771,AYACUCHO,HUANTA,SANTILLANA,050406,2021-07,1
772,AYACUCHO,HUANTA,SANTILLANA,050406,2021-09,2
773,AYACUCHO,HUANTA,SIVIA,050407,2021-06,3
774,AYACUCHO,HUANTA,SIVIA,050407,2021-07,2
775,AYACUCHO,HUANTA,SIVIA,050407,2021-08,2
776,AYACUCHO,HUANTA,SIVIA,050407,2021-09,1
777,AYACUCHO,HUANTA,UCHURACCAY,050410,2021-07,2
778,AYACUCHO,HUANTA,UCHURACCAY,050410,2021-08,1
779,AYACUCHO,HUANTA,UCHURACCAY,050410,2021-09,1
780,AYACUCHO,LA MAR,ANCHIHUAY,050510,2021-07,1
781,AYACUCHO,LA MAR,ANCHIHUAY,050510,2021-09,1
782,AYACUCHO,LA MAR,ANCO,050502,2021-07,2
783,AYACUCHO,LA MAR,ANCO,050502,2021-08,1
784,AYACUCHO,LA MAR,ANCO,050502,2021-09,1
785,AYACUCHO,LA MAR,AYNA,050503,2021-06,5
786,AYACUCHO,LA MAR,AYNA,050503,2021-07,3
787,AYACUCHO,LA MAR,AYNA,050503,2021-08,2
788,AYACUCHO,LA MAR,AYNA,050503,2021-09,1
789,AYACUCHO,LA MAR,CHILCAS,050504,2021-07,2
790,AYACUCHO,LA MAR,CHILCAS,050504,2021-08,1
791,AYACUCHO,LA MAR,CHUNGUI,050505,2021-07,2
792,AYACUCHO,LA MAR,CHUNGUI,050505,2021-08,2
793,AYACUCHO,LA MAR,CHUNGUI,050505,2021-09,2
794,AYACUCHO,LA MAR,LUIS CARRANZA,050506,2021-07,2
795,AYACUCHO,LA MAR,SAMUGARI,050509,2021-06,4
796,AYACUCHO,LA MAR,SAMUGARI,050509,2021-07,2
797,AYACUCHO,LA MAR,SAMUGARI,050509,2021-08,3
798,AYACUCHO,LA MAR,SAMUGARI,050509,2021-09,1
799,AYACUCHO,LA MAR,SAN MIGUEL,050501,2021-06,3
800,AYACUCHO,LA MAR,SAN MIGUEL,050501,2021-07,4
801,AYACUCHO,LA MAR,SAN MIGUEL,050501,2021-08,1
802,AYACUCHO,LA MAR,SAN MIGUEL,050501,2021-09,4
803,AYACUCHO,LA MAR,SANTA ROSA,050507,2021-07,1
804,AYACUCHO,LA MAR,SANTA ROSA,050507,2021-08,2
805,AYACUCHO,LA MAR,TAMBO,050508,2021-06,3
806,AYACUCHO,LA MAR,TAMBO,050508,2021-07,5
807,AYACUCHO,LA MAR,TAMBO,050508,2021-08,1
808,AYACUCHO,LA MAR,TAMBO,050508,2021-09,2
809,AYACUCHO,LUCANAS,AUCARA,050602,2021-07,1
810,AYACUCHO,LUCANAS,CABANA,050603,2021-07,1
811,AYACUCHO,LUCANAS,CARMEN SALCEDO,050604,2021-07,1
812,AYACUCHO,LUCANAS,CHAVIÑA,050605,2021-07,2
813,AYACUCHO,LUCANAS,CHAVIÑA,050605,2021-08,1
814,AYACUCHO,LUCANAS,CHIPAO,050606,2021-07,2
815,AYACUCHO,LUCANAS,CHIPAO,050606,2021-08,1
816,AYACUCHO,LUCANAS,HUAC-HUAS,050607,2021-07,2
817,AYACUCHO,LUCANAS,LARAMATE,050608,2021-07,2
818,AYACUCHO,LUCANAS,LARAMATE,050608,2021-08,2
819,AYACUCHO,LUCANAS,LARAMATE,050608,2021-09,2
820,AYACUCHO,LUCANAS,LEONCIO PRADO,050609,2021-07,1
821,AYACUCHO,LUCANAS,LLAUTA,050610,2021-07,2
822,AYACUCHO,LUCANAS,LUCANAS,050611,2021-07,3
823,AYACUCHO,LUCANAS,LUCANAS,050611,2021-09,1
824,AYACUCHO,LUCANAS,OCAÑA,050612,2021-07,1
825,AYACUCHO,LUCANAS,OTOCA,050613,2021-07,1
826,AYACUCHO,LUCANAS,OTOCA,050613,2021-08,2
827,AYACUCHO,LUCANAS,PUQUIO,050601,2021-06,3
828,AYACUCHO,LUCANAS,PUQUIO,050601,2021-07,3
829,AYACUCHO,LUCANAS,PUQUIO,050601,2021-08,1
830,AYACUCHO,LUCANAS,PUQUIO,050601,2021-09,1
831,AYACUCHO,LUCANAS,SAISA,050614,2021-07,1
832,AYACUCHO,LUCANAS,SAISA,050614,2021-09,1
833,AYACUCHO,LUCANAS,SAN CRISTOBAL,050615,2021-07,1
834,AYACUCHO,LUCANAS,SAN CRISTOBAL,050615,2021-08,1
835,AYACUCHO,LUCANAS,SAN JUAN,050616,2021-07,2
836,AYACUCHO,LUCANAS,SAN PEDRO,050617,2021-07,2
837,AYACUCHO,LUCANAS,SAN PEDRO,050617,2021-08,1
838,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,050618,2021-07,1
839,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,050618,2021-08,1
840,AYACUCHO,LUCANAS,SANCOS,050619,2021-07,2
841,AYACUCHO,LUCANAS,SANCOS,050619,2021-09,1
842,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,050620,2021-07,1
843,AYACUCHO,LUCANAS,SANTA LUCIA,050621,2021-07,2
844,AYACUCHO,LUCANAS,SANTA LUCIA,050621,2021-09,1
845,AYACUCHO,PARINACOCHAS,CHUMPI,050702,2021-07,1
846,AYACUCHO,PARINACOCHAS,CHUMPI,050702,2021-08,2
847,AYACUCHO,PARINACOCHAS,CORACORA,050701,2021-06,2
848,AYACUCHO,PARINACOCHAS,CORACORA,050701,2021-07,2
849,AYACUCHO,PARINACOCHAS,CORACORA,050701,2021-08,2
850,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,050703,2021-07,2
851,AYACUCHO,PARINACOCHAS,PACAPAUSA,050704,2021-07,1
852,AYACUCHO,PARINACOCHAS,PULLO,050705,2021-07,2
853,AYACUCHO,PARINACOCHAS,PULLO,050705,2021-08,2
854,AYACUCHO,PARINACOCHAS,PUYUSCA,050706,2021-07,2
855,AYACUCHO,PARINACOCHAS,PUYUSCA,050706,2021-08,4
856,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,050707,2021-07,1
857,AYACUCHO,PARINACOCHAS,UPAHUACHO,050708,2021-07,1
858,AYACUCHO,PARINACOCHAS,UPAHUACHO,050708,2021-08,1
859,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,050802,2021-07,1
860,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,050803,2021-07,1
861,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,050804,2021-07,1
862,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,050805,2021-07,2
863,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,050806,2021-07,2
864,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,050807,2021-07,1
865,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,050807,2021-08,1
866,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,050801,2021-06,2
867,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,050801,2021-07,1
868,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,050808,2021-07,1
869,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,050809,2021-07,1
